FILEID
STUSAB
CHARITER
CIFSN
LOGRECNO
PCT0390001
PCT0390002
PCT0390003
PCT0390004
PCT0390005
PCT0390006
PCT0390007
PCT0390008
PCT0390009
PCT0390010
PCT0390011
PCT0390012
PCT0390013
PCT0390014
PCT0390015
PCT0390016
PCT0390017
PCT0390018
PCT0390019
PCT0390020
PCT0390021
PCT0390022
PCT0390023
PCT0390024
PCT0390025
PCT0390026
PCT0390027
PCT0390028
PCT0390029
PCT0390030
PCT0390031
PCT0390032
PCT0390033
PCT0390034
PCT0390035
PCT0390036
PCT0390037
PCT0390038
PCT0390039
PCT0390040
PCT0390041
PCT0390042
PCT0390043
PCT0390044
PCT0390045
PCT0390046
PCT0390047
PCT0390048
PCT0390049
PCT0390050
PCT0390051
PCT0390052
PCT0390053
PCT0390054
PCT0390055
PCT0390056
PCT0390057
PCT0390058
PCT0390059
PCT0390060
PCT0390061
PCT0390062
PCT0390063
PCT0390064
PCT0390065
PCT0390066
PCT0390067
PCT0390068
PCT0390069
PCT0390070
PCT0390071
PCT0390072
PCT0390073
PCT0390074
PCT0390075
PCT0390076
PCT0390077
PCT0390078
PCT0390079
PCT0390080
PCT0390081
PCT0390082
PCT0390083
PCT0390084
PCT0390085
PCT0390086
PCT0390087
PCT0390088
PCT0390089
PCT0390090
PCT0390091
PCT0390092
PCT0390093
PCT0390094
PCT0390095
PCT0390096
PCT0390097
PCT0390098
PCT0390099
PCT0390100
PCT0390101
PCT0390102
PCT0390103
PCT0390104
PCT0390105
PCT0390106
PCT0390107
PCT0390108
PCT0390109
PCT0390110
PCT0390111
PCT0390112
PCT0390113
PCT0390114
PCT0390115
PCT0390116
PCT0390117
PCT0390118
PCT0390119
PCT0390120
PCT0390121
PCT0390122
PCT0390123
PCT0390124
PCT0390125
PCT0390126
PCT0390127
PCT0390128
PCT0390129
PCT0390130
PCT0390131
PCT0390132
PCT0390133
PCT0390134
PCT0390135
PCT0390136
PCT0390137
PCT0390138
PCT0390139
PCT0390140
PCT0390141
PCT0390142
PCT0390143
PCT0390144
PCT0390145
PCT0390146
PCT0390147
PCT0390148
PCT0390149
PCT0390150
PCT0390151
PCT0390152
PCT0390153
PCT0390154
PCT0390155
PCT0390156
PCT0390157
PCT0390158
PCT0390159
PCT0390160
PCT0390161
PCT0390162
PCT0390163
PCT0390164
PCT0390165
PCT0390166
PCT0390167
PCT0390168
PCT0390169
PCT0390170
PCT0390171
PCT0390172
PCT0390173
PCT0390174
PCT0390175
PCT0390176
PCT0390177
PCT0390178
PCT0390179
PCT0390180
PCT0390181
PCT0390182
PCT0390183
PCT0390184
PCT0390185
PCT0390186
PCT0390187
PCT0390188
PCT0390189
PCT0390190
PCT0390191
PCT0390192
PCT0390193
PCT0390194
PCT0390195
PCT0400001
PCT0400002
PCT0400003
PCT0410001
PCT0410002
PCT0410003
PCT0420001
PCT0420002
PCT0420003
PCT0430001
PCT0430002
PCT0430003
PCT0440001
PCT0440002
PCT0440003
PCT0450001
PCT0450002
PCT0450003
PCT0460001
PCT0460002
PCT0460003
PCT0470001
PCT0470002
PCT0470003
