FILEID
STUSAB
CHARITER
CIFSN
LOGRECNO
HCT0020001
HCT0020002
HCT0020003
HCT0020004
HCT0030001
HCT0040001
HCT0040002
HCT0040003
HCT0040004
HCT0050001
HCT0050002
HCT0050003
HCT0060001
HCT0060002
HCT0060003
HCT0060004
HCT0060005
HCT0060006
HCT0060007
HCT0060008
HCT0070001
HCT0070002
HCT0070003
HCT0070004
HCT0070005
HCT0070006
HCT0070007
HCT0070008
HCT0070009
HCT0070010
HCT0070011
HCT0070012
HCT0070013
HCT0070014
HCT0070015
HCT0070016
HCT0070017
HCT0080001
HCT0080002
HCT0080003
HCT0080004
HCT0080005
HCT0080006
HCT0080007
HCT0080008
HCT0080009
HCT0080010
HCT0080011
HCT0080012
HCT0080013
HCT0080014
HCT0080015
HCT0080016
HCT0080017
HCT0080018
HCT0080019
HCT0080020
HCT0080021
HCT0090001
HCT0090002
HCT0090003
HCT0090004
HCT0090005
HCT0090006
HCT0090007
HCT0090008
HCT0090009
HCT0090010
HCT0090011
HCT0090012
HCT0090013
HCT0090014
HCT0090015
HCT0090016
HCT0090017
HCT0090018
HCT0090019
HCT0090020
HCT0090021
HCT0090022
HCT0090023
HCT0090024
HCT0090025
HCT0090026
HCT0090027
HCT0090028
HCT0090029
HCT0090030
HCT0090031
HCT0090032
HCT0090033
HCT0090034
HCT0090035
HCT0090036
HCT0090037
HCT0090038
HCT0090039
HCT0090040
HCT0090041
HCT0090042
HCT0090043
HCT0090044
HCT0090045
HCT0090046
HCT0090047
HCT0090048
HCT0090049
HCT0090050
HCT0090051
HCT0090052
HCT0090053
HCT0090054
HCT0090055
HCT0090056
HCT0090057
HCT0090058
HCT0090059
HCT0090060
HCT0090061
HCT0090062
HCT0090063
HCT0090064
HCT0090065
HCT0090066
HCT0090067
HCT0090068
HCT0090069
HCT0100001
HCT0100002
HCT0100003
HCT0100004
HCT0100005
HCT0100006
HCT0100007
HCT0100008
HCT0100009
HCT0100010
HCT0100011
HCT0100012
HCT0100013
HCT0110001
HCT0110002
HCT0110003
HCT0110004
HCT0110005
HCT0110006
HCT0110007
HCT0110008
HCT0110009
HCT0110010
HCT0110011
HCT0110012
HCT0110013
HCT0120001
HCT0120002
HCT0120003
HCT0120004
HCT0120005
HCT0120006
HCT0120007
HCT0120008
HCT0120009
HCT0120010
HCT0120011
HCT0120012
HCT0120013
HCT0130001
HCT0130002
HCT0130003
HCT0140001
HCT0140002
HCT0140003
