FILEID
STUSAB
CHARITER
CIFSN
LOGRECNO
PCT0320001
PCT0320002
PCT0320003
PCT0320004
PCT0320005
PCT0320006
PCT0320007
PCT0320008
PCT0320009
PCT0320010
PCT0320011
PCT0320012
PCT0320013
PCT0320014
PCT0320015
PCT0320016
PCT0320017
PCT0320018
PCT0320019
PCT0320020
PCT0330001
PCT0330002
PCT0330003
PCT0330004
PCT0330005
PCT0330006
PCT0330007
PCT0330008
PCT0330009
PCT0330010
PCT0330011
PCT0330012
PCT0330013
PCT0330014
PCT0330015
PCT0330016
PCT0330017
PCT0330018
PCT0330019
PCT0330020
PCT0340001
PCT0340002
PCT0340003
PCT0340004
PCT0340005
PCT0340006
PCT0340007
PCT0340008
PCT0340009
PCT0340010
PCT0340011
PCT0340012
PCT0340013
PCT0340014
PCT0340015
PCT0340016
PCT0340017
PCT0340018
PCT0340019
PCT0340020
PCT0350001
PCT0350002
PCT0350003
PCT0350004
PCT0350005
PCT0350006
PCT0360001
PCT0360002
PCT0360003
PCT0360004
PCT0360005
PCT0360006
PCT0360007
PCT0360008
PCT0360009
PCT0360010
PCT0360011
PCT0360012
PCT0360013
PCT0360014
PCT0360015
PCT0370001
PCT0370002
PCT0370003
PCT0370004
PCT0370005
PCT0370006
PCT0370007
PCT0370008
PCT0370009
PCT0370010
PCT0370011
PCT038 0001
PCT038 0002
PCT038 0003
PCT038 0004
PCT038 0005
PCT038 0006
PCT038 0007
PCT038 0008
PCT038 0009
PCT038 0010
PCT038 0011
PCT038 0012
PCT038 0013
PCT038 0014
PCT038 0015
PCT038 0016
PCT038 0017
PCT038 0018
PCT038 0019
PCT038 0020
PCT038 0021
PCT038 0022
PCT038 0023
PCT038 0024
PCT038 0025
PCT038 0026
PCT038 0027
PCT038 0028
PCT038 0029
PCT038 0030
PCT038 0031
PCT038 0032
